SKU,APORTE,FECHA_INICIO,FECHA_FIN,DEPTO,DPC/WEB,DESCRIPCION,P. TMP,P. AON,%APORTE,DEPARTAMENTO
19518495,31.0222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,310.2222222,279.2,0.1,ELECTRODOMESTICOS
19518496,133.244,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,1332.444444,1199.2,0.1,ELECTRODOMESTICOS
19518497,133.244,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,1332.444444,1199.2,0.1,ELECTRODOMESTICOS
19518498,133.244,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,1332.444444,1199.2,0.1,ELECTRODOMESTICOS
19518499,53.2444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,532.4444444,479.2,0.1,ELECTRODOMESTICOS
19518500,44.3556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,443.5555556,399.2,0.1,ELECTRODOMESTICOS
19518501,22.1333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CUISINART,221.3333333,199.2,0.1,ELECTRODOMESTICOS
19518503,35.4667,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Rizador Curl Secret C1000ECL,354.6666667,319.2,0.1,CUIDADO PERSONAL
19518504,17.6889,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Trenzador Twist Secret CD205CAL,176.8888889,159.2,0.1,CUIDADO PERSONAL
19518505,22.1333,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Cepillo Alisador BC7CL Conair,221.3333333,199.2,0.1,CUIDADO PERSONAL
19518506,20.3556,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Alisador 2 en 1 ST270ECL Conair,203.5555556,183.2,0.1,CUIDADO PERSONAL
19518507,31.0222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Secadora 3QMS Conair,310.2222222,279.2,0.1,CUIDADO PERSONAL
19518508,15.0222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Secadora Retracord D171ECL,150.2222222,135.2,0.1,CUIDADO PERSONAL
19518509,35.4667,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Secadora D6634ECL Conair,354.6666667,319.2,0.1,CUIDADO PERSONAL
19518510,88.8,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Depilador Laser G932 Conair,888,799.2,0.1,CUIDADO PERSONAL
19518511,17.6889,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Kit Multifuncional Para Hombres E835EBC0,176.8888889,159.2,0.1,CUIDADO PERSONAL
19518512,12.3556,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Razuradora E709ECL,123.5555556,111.2,0.1,CUIDADO PERSONAL
19518514,26.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,CONAIR,265.7777778,239.2,0.1,ELECTRODOMESTICOS
19518515,13.2444,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Balanza WW405 Conair,132.4444444,119.2,0.1,CUIDADO PERSONAL
19525693,7.99111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,79.91111111,71.92,0.1,ELECTRODOMESTICOS
19525694,22.2133,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,222.1333333,199.92,0.1,ELECTRODOMESTICOS
19527276,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF MABE RMS1952BMXX0 510 LTS INOX,2799,2649,0.053590568,LINEA BLANCA
19527281,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE WMC1786SXCG3 17KG GRAFITO,3299,3149,0.045468324,LINEA BLANCA
19527282,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMH74201WSBB0 24KG INOX,2499,2349,0.06002401,LINEA BLANCA
19527283,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMH72201WDBB0 22KG DIAMOND GRAY,2199,2049,0.068212824,LINEA BLANCA
19527284,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMH70201WGBB0 20KG SILVER,1899,1749,0.078988942,LINEA BLANCA
19527285,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMA48101WGBB0 18KG SILVER,1699,1549,0.088287228,LINEA BLANCA
19527286,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMA48101WBBB0 18KG BLANCO,1599,1449,0.09380863,LINEA BLANCA
19527287,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMA48100WGBB0 18KG SILVER,1599,1449,0.09380863,LINEA BLANCA
19527288,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,LAV MABE LMA48100WBBB0 18KG BLANCO,1299,1199,0.076982294,LINEA BLANCA
19527289,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CONG MABE CHM430PB1 430LTS BLANCO,1799,1649,0.083379655,LINEA BLANCA
19527290,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,CONG MABE CHM320PS1 320LTS SILVER,1299,1199,0.076982294,LINEA BLANCA
19527306,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,FRENCH DOOR GE PFM25LSKCSS 665LTS INIOX,5599,5449,0.026790498,LINEA BLANCA
19527307,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,FRENCH DOOR GE PNM22FMKCSS 699LTS INOX,5499,5349,0.027277687,LINEA BLANCA
19527308,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SBS GE PSLN3FFBFBN 672LTS INOX NEGRO REFLECTA,5459,5309,0.02747756,LINEA BLANCA
19527309,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SBS GE PSMS5PGGFSS 717LTS INOX,5999,5849,0.025004167,LINEA BLANCA
19527312,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ACC GE MGI12CDB3 12BTU ESPEJADO ACCE,2149,1999,0.069799907,LINEA BLANCA
19534661,12.3556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,123.5555556,111.2,0.1,ELECTRODOMESTICOS
19540941,5.24444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,52.44444444,47.2,0.1,ELECTRODOMESTICOS
19579239,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,Terma Electrica Bosch 80l -Top,1299.9,1199.9,0.076928995,LINEA BLANCA
19584513,26.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,265.7777778,239.2,0.1,ELECTRODOMESTICOS
19584514,44.3556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,443.5555556,399.2,0.1,ELECTRODOMESTICOS
19584515,13.2444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,132.4444444,119.2,0.1,ELECTRODOMESTICOS
19584519,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,114.6666667,103.2,0.1,ELECTRODOMESTICOS
19584520,12.3556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,123.5555556,111.2,0.1,ELECTRODOMESTICOS
19584521,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,88,79.2,0.1,ELECTRODOMESTICOS
19593777,30,1/1/2021,1/5/2021,D200,AON,Alisadora SG-4755,229,199,0.131004367,CUIDADO PERSONAL
19593777,20.3556,1/6/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Alisadora SG-4755,203.5555556,183.2,0.1,CUIDADO PERSONAL
19593778,7.02222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Cortador SG-8200,70.22222222,63.2,0.1,CUIDADO PERSONAL
19593780,15.9111,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Secadora SG-3110 Alisadora SG-3540,159.1111111,143.2,0.1,CUIDADO PERSONAL
19600373,51,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,S-TMP MOD ROPERO NTO 6P 2C BLANC,500,449,0.102,MUEBLES
19600375,61,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,ROPERO ROMANA 6P 3C 206X179X46BLAN,600,539,0.101666667,MUEBLES
19601568,151,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA EAMS BONDED 2CPOS BLANCO,1500,1349,0.100666667,MUEBLES
19619868,17.7689,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,177.6888889,159.92,0.1,ELECTRODOMESTICOS
19619869,7.99111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,79.91111111,71.92,0.1,ELECTRODOMESTICOS
19619870,16.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,168.8,151.92,0.1,ELECTRODOMESTICOS
19625088,34.4889,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,344.8888889,310.4,0.1,ELECTRODOMESTICOS
19625089,47.8222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,478.2222222,430.4,0.1,ELECTRODOMESTICOS
19625090,59.3778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,593.7777778,534.4,0.1,ELECTRODOMESTICOS
19625091,108.356,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,1083.555556,975.2,0.1,ELECTRODOMESTICOS
19625092,31.9111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,319.1111111,287.2,0.1,ELECTRODOMESTICOS
19625093,37.2444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,372.4444444,335.2,0.1,ELECTRODOMESTICOS
19625094,49.6,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,496,446.4,0.1,ELECTRODOMESTICOS
19625095,133.867,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,1338.666667,1204.8,0.1,ELECTRODOMESTICOS
19625096,38.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,385.7777778,347.2,0.1,ELECTRODOMESTICOS
19625097,47.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,474.6666667,427.2,0.1,ELECTRODOMESTICOS
19629485,100,1/2/2021,1/4/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,LS65SXN.ANSGLPR 600 L NETO SXS,5899,5799,0.016952026,LINEA BLANCA
19629485,200,1/5/2021,1/17/21,D136,AON,LS65SXN.ANSGLPR 600 L NETO SXS,5199,4999,0.038468936,LINEA BLANCA
19629487,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,F1107VRDS.ASSGLGP 11K INOX,2799,2649,0.053590568,LINEA BLANCA
19639165,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET TAUPE 50X50 CM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639166,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET MARRON 50X50 CM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639167,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET PALO ROSA 50X50 CM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639168,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET LACRE 50X50 CM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639169,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET ROJO 50X50CM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639170,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET VERDE OSCURO 50X50CM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639171,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET AZUL 50X50XM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19639172,30,1/1/2021,1/31/2021,D385,AON,COJIN VELVET AQUA 50X50XM,59.5,29.95,0.496638655,COMPLEMENTOS DECO
19640143,5.24444,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,RECORTADOR NASAL PHILIPS NT316010,52.44444444,47.2,0.1,CUIDADO PERSONAL
19640144,8.8,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,SECADORA PHILIPS HP493522,88,79.2,0.1,CUIDADO PERSONAL
19640145,5.24444,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,SECADORA PHILIPS HP810300,52.44444444,47.2,0.1,CUIDADO PERSONAL
19640146,22.1333,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,COMBO SECADORA BHD282 DEPILADORA HP6423,221.3333333,199.2,0.1,CUIDADO PERSONAL
19640147,15.0222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,COMBO SECADORA PLANCHA PHILIPS HP8640,150.2222222,135.2,0.1,CUIDADO PERSONAL
19645076,50,1/1/2021,1/7/2021,D383,AON,Caj China MED JR BLACK PARR.REG,399,349,0.125313283,COCINA
19645077,50,1/1/2021,1/7/2021,D383,AON,Caj China MED JR NAT PARR.REG,399,349,0.125313283,COCINA
19684112,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,DAEWOO,114.6666667,103.2,0.1,ELECTRODOMESTICOS
19684113,17.6889,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,DAEWOO,176.8888889,159.2,0.1,ELECTRODOMESTICOS
19688728,23.0222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,230.2222222,207.2,0.1,ELECTRODOMESTICOS
19703284,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,WR25M9960KV/PE,2919.95,2769.95,0.051370743,LINEA BLANCA
19704204,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,CBO COC SOLE SOLCO040 CAMP TURE48CO,1311.75,1211.75,0.076234038,LINEA BLANCA
19704206,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO COC SOLE SOLCO041 CAMP TURE74CO,1499.93,1349.93,0.100004667,LINEA BLANCA
19704207,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO COC SOLE SOLCO041 HOR SOLHO011,3835,3685,0.039113429,LINEA BLANCA
19704208,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO040TURE73COSOLHO007,456433,401647,0.12003076,LINEA BLANCA
19704210,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO040TURE48COSOLHO007,476522,421735,0.114972656,LINEA BLANCA
19704211,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO040TURE63COSOLHO011,1110217,1055431,0.04934711,LINEA BLANCA
19704212,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO040TURE66COSOLHO011,1552161,1497374,0.03529724,LINEA BLANCA
19704214,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO041TURE74COSOLHO007,567832,513046,0.096482763,LINEA BLANCA
19704215,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO041TURE47COSOLHO007,584268,529482,0.093768613,LINEA BLANCA
19704216,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO041TURE63COSOLHO011,5140,4990,0.029182879,LINEA BLANCA
19704217,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO041TURE66COSOLHO011,6395,6245,0.023455825,LINEA BLANCA
19704218,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO038TURE63COSOLHO011,5140,4990,0.029182879,LINEA BLANCA
19704219,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CBO SOLE SOLCO039TURE63COSOLHO011,4950,4800,0.03030303,LINEA BLANCA
19704220,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COC SOLE GAS SOLCO042 5H FF INOX 86X50,1599.9,1449.9,0.09375586,LINEA BLANCA
19704221,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,COC SOLE GAS SOLCO043 4H FF INOX 59X51,1299.9,1199.9,0.076928995,LINEA BLANCA
19704222,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COC SOLE GAS SOLCO044 5H FF INOX 86X51,1599.9,1449.9,0.09375586,LINEA BLANCA
19714727,13.3244,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,133.2444444,119.92,0.1,ELECTRODOMESTICOS
19714728,12.3556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,123.5555556,111.2,0.1,ELECTRODOMESTICOS
19718142,31.0222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,310.2222222,279.2,0.1,ELECTRODOMESTICOS
19793484,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,MINISIDE BY SIDE MODKSS,1999,1849,0.075037519,LINEA BLANCA
19807376,39.9111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,KARCHER,399.1111111,359.2,0.1,ELECTRODOMESTICOS
19883245,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RI-689,2199,2049,0.068212824,LINEA BLANCA
19883246,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RI-789D,2199,2049,0.068212824,LINEA BLANCA
19883247,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RI-799DH,2799,2649,0.053590568,LINEA BLANCA
19893572,110,1/1/2021,1/31/2021,D385,AON,LAMPARA DE MESA BASE CONCRETO Y METAL,329.95,219.95,0.333383846,COMPLEMENTOS DECO
19893573,90,1/1/2021,1/31/2021,D385,AON,LAMPARA TECHO GORA COOPER,239.95,149.95,0.375078141,COMPLEMENTOS DECO
19897647,26.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,265.7777778,239.2,0.1,ELECTRODOMESTICOS
19907957,161,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA EMILY TELA 3CPO DODO,1600,1439,0.100625,MUEBLES
19907958,161,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA EMILY TELA 3CPO LINEN,1600,1439,0.100625,MUEBLES
19908485,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RH25H5613SGPE,3039.95,2889.95,0.049342917,LINEA BLANCA
19908486,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,WA17J6750LVPE,2199,2049,0.068212824,LINEA BLANCA
19908968,150,1/1/2021,1/6/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RL4003SBASLPE,2099,1949,0.071462601,LINEA BLANCA
19908968,209.9,1/7/2021,1/10/2021,D136,10% ADICIONAL EN L�NEA BLANCA SAMSUNG CON TR,RL4003SBASL/PE,2099,1889.1,0.1,LINEA BLANCA
19908968,150,1/11/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,RL4003SBASLPE,2099,1949,0.071462601,LINEA BLANCA
19914651,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PHILIPS,88,79.2,0.1,ELECTRODOMESTICOS
19914680,8.8,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,2DA 16868205 - 16868205 AFEITADORA XR1370 ROTATIV,88,79.2,0.1,CUIDADO PERSONAL
19921832,1099.45,1/1/2021,1/31/2021,D385,AON,ALFOMBRA CUERO VACA PARQUET 170X240 CM,182348,1299.95,0.992871049,COMPLEMENTOS DECO
19921833,1400,1/1/2021,1/31/2021,D385,AON,ALFOMBRA CUERO VACA PARQUET 200X300 CM,3399.95,1999.95,0.411770761,COMPLEMENTOS DECO
19921838,700,1/1/2021,1/31/2021,D385,AON,ALFOMBRA CUERO VACA CUADROS MARRON 170X240 CM,1999.95,1299.95,0.35000875,COMPLEMENTOS DECO
19921839,1000,1/1/2021,1/31/2021,D385,AON,ALFOMBRA CUERO VACA CUADROS MARRON 200X300 CM,2999.95,1999.95,0.333338889,COMPLEMENTOS DECO
19942625,14,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET PORTO 1.5PLZ 1 CAB1VE SBIANC,130,116,0.107692308,MUEBLES
19942626,28,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET ESPAA 2PLZ 1CAB2VE CARVBLCH,270,242,0.103703704,MUEBLES
19942629,26,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET LERIDA 2PLZ 1CAB2VE MA,250,224,0.104,MUEBLES
19942630,26,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET LERIDA 2PLZ 1CAB2VE SBIANC,250,224,0.104,MUEBLES
19942631,16,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET LERIDA 1.5PLZ 1CAB1VE MA,150,134,0.106666667,MUEBLES
19942632,18,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET LERIDA 1.5PLZ 1CAB1VE SBIANC,170,152,0.105882353,MUEBLES
19942635,31,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SET ITALIA 2PLZ 1CAB2VE SBIANC,300,269,0.103333333,MUEBLES
19963627,21.2444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,212.4444444,191.2,0.1,ELECTRODOMESTICOS
20013914,11.4667,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,Secador SG-3035,114.6666667,103.2,0.1,CUIDADO PERSONAL
20017120,17.7689,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,177.6888889,159.92,0.1,ELECTRODOMESTICOS
20017123,13.3244,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,133.2444444,119.92,0.1,ELECTRODOMESTICOS
20022744,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF GB40EVB 310 L NETO,2499,2349,0.06002401,LINEA BLANCA
20028577,6.21333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,62.13333333,55.92,0.1,ELECTRODOMESTICOS
20030723,4.43556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,44.35555556,39.92,0.1,ELECTRODOMESTICOS
20030724,8.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,88.8,79.92,0.1,ELECTRODOMESTICOS
20030725,4.43556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,44.35555556,39.92,0.1,ELECTRODOMESTICOS
20030726,4.43556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,44.35555556,39.92,0.1,ELECTRODOMESTICOS
20030727,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,88,79.2,0.1,ELECTRODOMESTICOS
20030728,6.21333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,62.13333333,55.92,0.1,ELECTRODOMESTICOS
20030733,5.32444,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,53.24444444,47.92,0.1,ELECTRODOMESTICOS
20030734,12.4356,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,124.3555556,111.92,0.1,ELECTRODOMESTICOS
20030735,19.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,194.6666667,175.2,0.1,ELECTRODOMESTICOS
20030736,11.5467,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PRACTIKA,115.4666667,103.92,0.1,ELECTRODOMESTICOS
