SKU,APORTE,FECHA_INICIO,FECHA_FIN,DEPTO,DPC/WEB,DESCRIPCION,P. TMP,P. AON,%APORTE,DEPARTAMENTO
16501266,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO SORBOLA+CK-901 NE+LUBECK E,2799,2649,0.053590568,LINEA BLANCA
16501267,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO ADRIATICA+CK-902 IXST,1599,1449,0.09380863,LINEA BLANCA
16501268,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO ADRIATICA+CURVA,1899,1749,0.078988942,LINEA BLANCA
16501269,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO ADRIATICA+VENEZIA I,2199,2049,0.068212824,LINEA BLANCA
16501270,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO ADRIATICA+CK-902 IXST+LUBECK E,2899,2749,0.05174198,LINEA BLANCA
16501271,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO ADRIATICA+CURVA+LUBECK E,3199,3049,0.046889653,LINEA BLANCA
16501272,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO ADRIATICA+VENEZIA I+LUBECK E,3599,3449,0.041678244,LINEA BLANCA
16501273,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO DANELLA+CK-902IXST,1749,1599,0.085763293,LINEA BLANCA
16501274,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO DANELLA+CURVA,2099,1949,0.071462601,LINEA BLANCA
16501275,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO DANELLA+VENEZIA I,2499,2349,0.06002401,LINEA BLANCA
16501276,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO DANELLA+CK-902 IXST+LUBECK E,2799,2649,0.053590568,LINEA BLANCA
16501277,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO DANELLA+CURVA+LUBECK E,3099,2949,0.048402711,LINEA BLANCA
16501278,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO DANELLA+VENEZIA I+LUBECK E,3399,3249,0.044130627,LINEA BLANCA
16501280,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO COC. NERINA IX+CAMPNA FOGLIA 902IX,1649,1499,0.090964221,LINEA BLANCA
16501281,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO COCINA GENTILE+CAMPANA FOGLIA 902,2199,2049,0.068212824,LINEA BLANCA
16501283,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO COCINA ESPERTA I+VENEZIA I,1999,1849,0.075037519,LINEA BLANCA
16501284,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COMBO COCINA ESPERTA I+CURVA,1699,1549,0.088287228,LINEA BLANCA
16501285,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO ESPERTA I+CURVA+LUBECK E,3099,2949,0.048402711,LINEA BLANCA
16501286,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TRICOMBO ESPERTA I+VENEZIA I+LUBECK,3399,3249,0.044130627,LINEA BLANCA
16503583,200,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA PRAGA CUERO/PVC 3CPO BL,1999,1799,0.100050025,MUEBLES
16503584,150,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA PRAGA CUERO/PVC 2CPO BL,1499,1349,0.100066711,MUEBLES
16503585,200,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA PRAGA CUERO/PVC 3CPO MARR,1999,1799,0.100050025,MUEBLES
16503586,150,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SOFA PRAGA CUERO/PVC 2CPO MARR,1499,1349,0.100066711,MUEBLES
16514122,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF GT40BGP LG 394LT SILVER,2299,2149,0.065245759,LINEA BLANCA
16514123,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF GS57SGP LG 567LT,SILVER,3499,3349,0.042869391,LINEA BLANCA
16516892,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,COC MABE INGENIUS608PXO/INGENIOUS608PX0 4H INOX,1399,1299,0.071479628,LINEA BLANCA
16520418,8.8,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,RECORTADOR DE CABELLO HC3420/15 PHILIPS,88,79.2,0.1,CUIDADO PERSONAL
16540934,7.10222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,71.02222222,63.92,0.1,ELECTRODOMESTICOS
16540937,15.1022,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,151.0222222,135.92,0.1,ELECTRODOMESTICOS
16565930,31.9111,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,ALISADORA WET2DRY SG3570 + SECACORA SG 3120,319.1111111,287.2,0.1,CUIDADO PERSONAL
16565931,15.9111,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,CORTADORA DE PELO SG 8550 SIEGEN,159.1111111,143.2,0.1,CUIDADO PERSONAL
16596209,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,SBS GE PSDS6FGGFS 755LT INOX,4299,4149,0.034891835,LINEA BLANCA
16598438,8.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,88.8,79.92,0.1,ELECTRODOMESTICOS
16601133,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV TS1201DPS LG 12K DD INOX,1999,1849,0.075037519,LINEA BLANCA
16601287,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF SIDE NY SIDE GM-F223RSXM INOX 646 LY LG,2799.95,2649.95,0.053572385,LINEA BLANCA
16601491,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAVASECA WD18H7300KP 18KG SAMSUNG,4630,4480,0.032397408,LINEA BLANCA
16621407,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COCINA A GAS EUROP 60 CM VITALE E,2349,2199,0.06385696,LINEA BLANCA
16621408,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,HORNO ELECTRICO 60 CM EUROPEO EUROPE,2299,2149,0.065245759,LINEA BLANCA
16634599,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,ENCIMERA BOSCHPCQ715B90V INOX 5H 70 CAST,1739,1589,0.086256469,LINEA BLANCA
16634600,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CAMPANA BOSCH DECO BOX DWB098E50 INOX 90CM,2359,2209,0.063586265,LINEA BLANCA
16634601,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,CAMPANA BOSCH DECO TRAPECIO DWW09W450V INOX 90CM,1439,1339,0.069492703,LINEA BLANCA
16634602,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CAMPANA BOSCH DECO TRAPECIO SLIM DWW097A50 INOX 90,2049,1899,0.073206442,LINEA BLANCA
16634604,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CONGELADOR BOSCH GCM25AW001 BL 271LT,1499,1349,0.100066711,LINEA BLANCA
16690694,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TERMA SOLE ACUMULACION TSAN030C 30L A GAS NATURAL,1699.9,1549.9,0.088240485,LINEA BLANCA
16690695,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,TERMA SOLE ACUMULACION TSA030C 30L A GAS GLP,1599,1449,0.09380863,LINEA BLANCA
16695586,11,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SILLA COM ANTONIA BL,100,89,0.11,MUEBLES
16695587,27,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SILLA COM BERTOIA CROMO,269,242,0.100371747,MUEBLES
16695588,18,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SILLA COM BERTOIA BL,179,161,0.100558659,MUEBLES
16695589,20,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SILLA COM DIAMOND BL,199,179,0.100502513,MUEBLES
16695590,36,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SILLA COM DIAMOND CROMO,350,314,0.102857143,MUEBLES
16721789,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PHILIPS,88,79.2,0.1,ELECTRODOMESTICOS
16721791,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,88,79.2,0.1,ELECTRODOMESTICOS
16721793,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,CAMP BOSCH DECO ISLA DIB091E50 INOX 90CM,4099,3949,0.036594291,LINEA BLANCA
16721796,7.02222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,70.22222222,63.2,0.1,ELECTRODOMESTICOS
16736907,14.1333,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,ALISADOR SG-3543 + SECADORA SG-3046,141.3333333,127.2,0.1,CUIDADO PERSONAL
16738999,28.3556,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,283.5555556,255.2,0.1,ELECTRODOMESTICOS
16748326,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,REFRIG RML295YJPX MABE INOX 295 LTS,1399,1299,0.071479628,LINEA BLANCA
16748327,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REFRIG RML325YJPX MABE INOX 325 LTS,1499,1349,0.100066711,LINEA BLANCA
16751444,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF RF-450WL BLANCA DAEWOO,1519.2,1369.2,0.098736177,LINEA BLANCA
16764378,61,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,CABECERA TAPIZ LLANO C/CHINCHETAS 2PL,600,539,0.101666667,MUEBLES
16764379,90,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,CABECERA TAPIZ LLANO C/CHINCHETAS Q,891,801,0.101010101,MUEBLES
16764380,90,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,CABECERA TAPIZ LLANO C/CHINCHETAS K,891,801,0.101010101,MUEBLES
16764384,130,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,CABECERA TAPIZ CAPITONE C/CHINCHETAS 2PL,1299,1169,0.100076982,MUEBLES
16764385,140,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,CABECERA TAPIZ CAPITONE C/CHINCHETAS Q,1399,1259,0.10007148,MUEBLES
16764387,10,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,VELADOR 1 CAJON DUOCROISE,99,89,0.101010101,MUEBLES
16808119,17.6889,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,176.8888889,159.2,0.1,ELECTRODOMESTICOS
16811747,10,1/1/2021,1/31/21,D389,AON,SET DE CUBIERTOS DE 24PZS VANCOUVER A S/.39.95 solo con TR,49.95,39.95,0.2002002,MENAJE DE MESA
16820763,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,PARRILLA GE JP356SMSS VITROCERAMICA 76,2439,2289,0.061500615,LINEA BLANCA
16820773,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,COCINA MABE INGENIOSU760PX1 / 760PX2,1399,1299,0.071479628,LINEA BLANCA
16820774,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COCINA MABE INGENIOSU767PX0 30,1999,1849,0.075037519,LINEA BLANCA
16820779,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,REFRIG MABE RMS1951ZPRX0 500 LTS INOX,1439.2,1339.2,0.069483046,LINEA BLANCA
16820781,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV MABE LMF16380XWBX0 16 KG BLANCO,1599,1449,0.09380863,LINEA BLANCA
16820784,26.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,MABE,265.7777778,239.2,0.1,ELECTRODOMESTICOS
16820785,35.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,MABE,354.6666667,319.2,0.1,ELECTRODOMESTICOS
16820788,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,AIRE ACON MABE ASM12CDBE0 12BTU + ACC,1299,1199,0.076982294,LINEA BLANCA
16820789,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,AIRE ACON MABE ASM18CDBE0 18BTU + ACC,1599,1449,0.09380863,LINEA BLANCA
16820790,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,AIRE ACON MABE ASM24CDBE0 24BTU + ACC,1999,1849,0.075037519,LINEA BLANCA
16826508,14.1333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,141.3333333,127.2,0.1,ELECTRODOMESTICOS
16828844,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,LAV WA13J5730LS/PE 13K SILVER SAMSUNG,1464,1364,0.068306011,LINEA BLANCA
16828845,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV WA15J5730LW/PE 15K BLANCO SAMSUNG,1648,1498,0.091019417,LINEA BLANCA
16828846,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAVAVAJILLAS BOSCH SMS40E38EU INOX,1699,1549,0.088287228,LINEA BLANCA
16832128,142.133,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,1421.333333,1279.2,0.1,ELECTRODOMESTICOS
16842500,18.5778,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,185.7777778,167.2,0.1,ELECTRODOMESTICOS
16842501,35.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BOSCH,354.6666667,319.2,0.1,ELECTRODOMESTICOS
16854428,22.1333,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,ALISADOR SG 4700F ROSADO,221.3333333,199.2,0.1,CUIDADO PERSONAL
16854431,14.1333,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,141.3333333,127.2,0.1,ELECTRODOMESTICOS
16854781,60,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,MESA DE CENTRO FIONNA,599,539,0.100166945,MUEBLES
16856315,51,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,MESA LATERAL FIONNA,500,449,0.102,MUEBLES
16857092,13.2444,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,SECADORA BHD1 1000 2000W IMACO,132.4444444,119.2,0.1,CUIDADO PERSONAL
16857095,33.6889,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,LACEADORA BHS1 100 IMACO,336.8888889,303.2,0.1,CUIDADO PERSONAL
16857096,31.0222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,CEPILLO TERMICO BHS2 100,310.2222222,279.2,0.1,CUIDADO PERSONAL
16857101,7.02222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,CEPILLO TERMICO PB1 38 IMACO,70.22222222,63.2,0.1,CUIDADO PERSONAL
16857102,7.02222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,CEPILLO TERMICO PB1 30 IMACO,70.22222222,63.2,0.1,CUIDADO PERSONAL
16857103,71.0222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,DEPILADOR 5076 IMACO,710.2222222,639.2,0.1,CUIDADO PERSONAL
16857355,7.99111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,TAURUS,79.91111111,71.92,0.1,ELECTRODOMESTICOS
16862688,15.9111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,159.1111111,143.2,0.1,ELECTRODOMESTICOS
16862689,17.6889,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,176.8888889,159.2,0.1,ELECTRODOMESTICOS
16862690,8.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,88.8,79.92,0.1,ELECTRODOMESTICOS
16862691,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,114.6666667,103.2,0.1,ELECTRODOMESTICOS
16862692,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,114.6666667,103.2,0.1,ELECTRODOMESTICOS
16862693,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,114.6666667,103.2,0.1,ELECTRODOMESTICOS
16862694,15.0222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,150.2222222,135.2,0.1,ELECTRODOMESTICOS
16862695,8.88,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,88.8,79.92,0.1,ELECTRODOMESTICOS
16862696,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,114.6666667,103.2,0.1,ELECTRODOMESTICOS
16868080,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,REF DAEWOO RGP-290D 290LT DISPENSADOR,1399,1299,0.071479628,LINEA BLANCA
16876273,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,PHILIPS,114.6666667,103.2,0.1,ELECTRODOMESTICOS
16882088,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COC SOLE COC+CAMP COSOL017+TURE13CO+SOLART015,1679,1529,0.089338892,LINEA BLANCA
16882089,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COC SOLE COC+CAMP COSOL028+TURE10CO+SOLART015,2199,2049,0.068212824,LINEA BLANCA
16882090,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,COC SOLE COC+CAMP COSOL023+TURE13CO+SOLART015,2904,2754,0.051652893,LINEA BLANCA
16900791,7.02222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,HP8319/00 LOW-END STRAIGHTENER BASIC,70.22222222,63.2,0.1,CUIDADO PERSONAL
16905016,80,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,REC 1C PHILL MICROFIBRA CHOCO,799,719,0.100125156,MUEBLES
16907533,150,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,REC 3C PHILL MICROFIBRA CHOCO,1499,1349,0.100066711,MUEBLES
16907782,121,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,REC 2C PHILL MICROFIBRA CHOCO,1200,1079,0.100833333,MUEBLES
16909551,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO005+ CAMP TURE69CO+ HERV SOLART050,1899,1749,0.078988942,LINEA BLANCA
16909553,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO034+ CAMP TURE69CO,36404,1849.9,0.949184156,LINEA BLANCA
16909554,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO021+ CAMP TURE69CO,2629,2479,0.057055915,LINEA BLANCA
16909555,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO012+ CAMP TURE69CO+ HOR SOLHO006,706624,651839,0.077530624,LINEA BLANCA
16909556,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO012+ CAMP TURE69CO,175196,120410,0.312712619,LINEA BLANCA
16909557,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO019+ CAMP TURE69CO+ HOR SOLHO006,754106,699319,0.07265159,LINEA BLANCA
16909558,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO033+ CAMP TURE69CO+ HOR SOLHO006,3634,3484,0.04127683,LINEA BLANCA
16909559,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO034+ CAMP TURE69CO+ HOR SOLHO006,567832,513046,0.096482763,LINEA BLANCA
16909560,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,EMP COC SOLCO033+ HOR SOLHO006,2329,2179,0.064405324,LINEA BLANCA
16914701,231,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,SECCIONAL VILLA TELA MARRON DER,2300,2069,0.100434783,MUEBLES
16921958,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REFRIG GB40MDP LG,1800.95,1650.95,0.083289375,LINEA BLANCA
16930086,2,1/1/2021,1/10/2021,D386,10% ADICIONAL - WEB,C-TMP-MOD BISTRO COMP. RESONATE COJIN GRIS,15,13,0.133333333,MUEBLES
16943582,13.2444,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,NO USAR,132.4444444,119.2,0.1,CUIDADO PERSONAL
16949660,22.1333,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,RECORTADOR DE CABELLO QT4050 PHILIPS,221.3333333,199.2,0.1,CUIDADO PERSONAL
16972507,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF DAEWOO RGP-354D SILVER 350L / DIP,1599,1449,0.09380863,LINEA BLANCA
16976667,11.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,114.6666667,103.2,0.1,ELECTRODOMESTICOS
16976668,15.0222,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,BLANIK,150.2222222,135.2,0.1,ELECTRODOMESTICOS
16987019,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,LAV T1166TPJ LG 11K SILVER,1299,1199,0.076982294,LINEA BLANCA
16990756,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,REF FRS-PUNTA SAL 626LI DISP INOX DAEWOO,1598.95,1448.95,0.093811564,LINEA BLANCA
17000837,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAV T1768TP 16K BLANCA,1899,1749,0.078988942,LINEA BLANCA
17000838,150,1/1/2021,1/31/2021,D136,150 DESCUENTO ADICIONAL DESDE 1499 CON TR EN LINEA BLANCA ,LAVASECA WD11J6410AX/PE 11K SILVER,2821,2671,0.053172634,LINEA BLANCA
17000842,100,1/2/2021,1/5/2021,D136,S/100 DSCTO EN LINEA BLANCA DESDE 1299 CON TR,REF DAEWOO RGP-290 290LT,1299,1199,0.076982294,LINEA BLANCA
17000951,41.7689,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,417.6888889,375.92,0.1,ELECTRODOMESTICOS
17004098,23.0222,1/1/2021,1/31/2021,D200,20% DESDE PRECIO MASTER EN CP CON TR,ALISADORA CP1 NOVA D IHT 3D,230.2222222,207.2,0.1,CUIDADO PERSONAL
17004111,8.8,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,88,79.2,0.1,ELECTRODOMESTICOS
17004118,19.5467,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,195.4666667,175.92,0.1,ELECTRODOMESTICOS
17004119,35.4667,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,THOMAS,354.6666667,319.2,0.1,ELECTRODOMESTICOS
17004124,7.99111,1/1/2021,1/31/2021,D122,20% DESDE PRECIO MASTER EN PEDS CON TR,IMACO,79.91111111,71.92,0.1,ELECTRODOMESTICOS
